words
"문재인,홍범도,흉상,논란,대통령실,철회"
"흉상,철거,역사왜곡,정체,훼손,전해,대통령실,해달라다,구례,뉴시스,이영주,문재인,전대통령,이일,전남,구례군,양정,섬진강,수해,위령"
"뉴시스,조재완,문재인,전대통령,홍범도,흉상,철거,논란,대통령실,향해,흉상,철거,철회,해역,사오다,선열,해주다,바란,고촉"
"전대통령,페이스북,통해,흉상,철거,왜곡,국군,육사,정통,정체,훼손,처사,라며"
올린다
"봉오동전투,청산리전투,대한민국,임시정부,일제,독립전쟁,선포,독립군,일제,정규,상대로,값지다,독립운동,무장,투쟁"
"일제,탄압,만주,연해주,소련,탁하다,독립군,간난,노숙,떠돌다,무장,투쟁,해나,불굴,표상,힘주다"
"소련,유로,독립전쟁,위업,남루하다,편협,한나라,일이,꼬집다"
"흉상,육사,교정,국군,일본군,근간,독립군,광복군,계승,육사,신흥,무관,삼고,천명,국군,육사,정통,드높이다,일이"
"육사,생도,탄피,흉상,사관생도,힘주다"
"홍범도,독립전쟁,전투,고부인,일제,체포,고문,순국,애국심,신의,고도"
"사차원,논의,일이,논란,대통령실,서서,논란"
"노동청,체불,건설업,취약"
"고용,노동청,노동청,체불,주간,체불,청산,도기,운영,고일"
"체불,고려,건설업,취약,상습,의적,불사,업주,엄정하다,사법,원칙"
"이개,해기,성금,적기,집행,하도급,체불"
"긴급하다,불신,고등,비상근,무도,주간"
"불청,산기,동반,운영,사안,출동,청산"
"체불,도연,해체,등기,준수"
"상습,고의,선예,불시,체불등법,사법"
"수사,은닉,사적,유용하다,악의,불사,업주,수사,체불,혐의,정당하다,출석,불응,할경,우적,극적,체포영장"
"정규,모이,고액,장이,청산,수사"
"달이다,시적,처리기,일로,단축"
"체불,생계비,불청,산지,원사,업주,융자,금리,달일,달이다,시적"
"월말,대구,경북,체불액,억원,간체,불액,억원"
"노컷뉴스,제보"
"비리,부당,대우,미담,얘깃"
이메일
"카카오,노컷뉴스,사이트"
"튜브,위유,튜버"
"유튜,버들,상위,해억원,돼다"
"의인,억원"
"위원회,한병도,민주당,국세청,종합소득세,한인,튜버,은총,억만원,집계,돼다"
"종합소득세,간유,튜버,원년,원년,억만원,가량,명년,명년,양상"
"상위,튜버,억만원,튜버"
"의인,억만원,육박"
"한병도,부유,튜버,자산,해후,원금,수령,탈세,수법,진화,과세,당국,은유,튜버,자진,에만,의존,말고,사각,구해"
"윤미향,조총련,대한민국,일원"
"이승,배기,무소속,윤미향,이일오,서울,서초구,서울,고등법원,정의,대후,원금,횡령,혐의,공판,출석"
"무단,재및재,배포"
"윤미향,무소속,친북,일본,조선인,조총련,주최,간토대지진,조선인,학살,추모식,대한민국,원제,에나,고촉"
"강민국,대변인,논평,혈세,대한민국,일본,대한민국,존립,나란하다,대한민국,일원,인정"
"서윤,원은지,도쿄,요코,아미,조총련,주최,간토대지진,조선인,학살,추모식"
"에는,허종,조총련,의장,구호,조총,부의,조총련,도부"
"덕우,조총련,도쿄,추모식,남조선,괴뢰,도당,이라는,을사,용하다"
"강수,대변인,윤석열,공산,전체주의,세력,한미,체계,대한민국,호도,정작,에그,세력,민주당,향해,정작,향해"
"민주당,대한민국,공산,전체주의,세력,대체어,황당하다,인식,드러내다"
"강수,대변인,반국가단체,한윤,국가보안법,북한,공작원,접선,혐의,의전,보좌,기밀,유출,혐의,민주당,설훈,의전,보좌,겠다,간첩,속속,민주당,사죄"
"아우르다,지난,정권,안일,한인식,대한민국,세력,활개,선열,피땀,수호,책무,민주당,대한민국,공당"
"조총련,윤미향,제명"
"윤리,위원회,무소속,윤미향,지난,일본,도쿄,서재,일본,조선인,조총련,주최,관동대지진,추도,추모,헌화"
"마이니치신문,캡처,무소속,윤미향,재일,조선인,조총련,주최,간토대지진,조선인,학살,추모식,대한민국,의원직,제명,고촉"
"여당,윤리,위원회,차원,징계"
"강민국,대변인,논평,세력,대한민국,한윤,제명"
"강수,대변인,남조선,괴뢰,도당,이라,반국가단체,주최,혈세,대한민국,일본,정작,대한민국,존립,나란하다,대한민국,일원,인정,반문"
"민주당,향해,정작,향해,대한민국,공산,전체주의,세력,대체어,황당하다,인식,드러내다"
"강수,대변인,민주당,겨냥,반국가단체,한윤,국가보안법,북한,공작원,접선,혐의,의전,보좌,기밀,유출,혐의,민주당,설훈,의전,보좌"
"친북,재일동포,조총련,이일,도쿄,요코,아미,주최,간토대지진,조선인,학살,추모식"
"추모식,소지,윤리,제소,에나,방침"
"친북,윤미향,제명"
"공산,전체주의,세력,사죄,제명,동참,윤미향,무소속,이재일,조선인,조총련,하자,이윤,원제,명안"
"민주당,오염수,방류,집회,이재명,단식,반일,공세,취하,여당,친북,이라,역공,모양새"
"강민국,대변인,통관,논평,통해,지난,남조선,괴뢰,도당,이라,반국가단체,주최,혈세,대한민국,일본,정작,대한민국,존립,나란하다,대한민국,일원,인정,반문"
"강수,대변인,윤석열,공산,전체주의,세력,한미,체계,대한민국,호도,정작,에그,세력,일침"
"민주당,정작,민주당,백번,사죄,공세,수위"
"통일부,경위서,통해,사실관계,과태료,부과"
"윤기,김성훈"
"조총련,윤미향,가제"
"윤리,특위에윤,윤미향,무소속,연합뉴스,친북,일본,조선인,조총련,주최,간토대지진,조선인,학살,추모식,윤미향,무소속,제명,촉구"
"강민국,대변인,논평,혈세,대한민국,일본,해정,대한민국,존립,나란하다,대한민국"
"세력,대한민국,한윤,원제"
"강수,대변인,윤석열,공산,전체주의,세력,한미,체계,대한민국,호도,정작,에그,세력,꼬집다"
"민주당,서정,향해,대한민국,공산,전체주의,세력,대체어,황당하다,인식,드러내다"
"반국가단체,한윤,국가보안법,북한,공작원,접선,혐의,의전,보좌,기밀,유출,혐의,민주당,설훈,의전,보좌"
"강수,대변인,해만해,간첩,속속,민주당,사죄,지난,정권,이어진,안일하다,식이,대한민국,세력,활개"
"윤리,위원회,소하"
"원은지,도쿄,요코,아미,친북,조총련,주최,관동대지진"
"서고,덕우,조총련,도쿄,한국,남조선,괴뢰,도당,이라고"
"외교부,일한국"
"외교부,북한,도발,조총련,고지"
"김기현,이재명,관종,유튜브,라이브"
"김기현,이재명,민주당,무기한,단식,단식,인지,단식,인지도,유튜브,라이브,거대,야당,수장,보다는,관종"
"김기현,발언"
"위원회,민심,동떨어지다,괴담,생떼,매몰,돼다,갈라파고스,운영,직면"
"민심,서하,민주당,추락,이라,공룡,멸종"
"이재명,런던,협약,사국,오염수,촉구,친서"
"후쿠시마,원전,오염수,해양,방류,미국,중국,일본"
"지난,집회,이라,단식,집회,당황,인지,대한민국,국격,실추,자해"
"투정,부리다,땡깡,단식,리해,괴담,상속,사법,리스크"
"서울,초교,정당하다,교육활동,아동학대,시급하다,한다는,전적,공감,차제,정당하다,교육활동,호소,교권"
"박광온,공산,체제,허깨비,세운,허약하다,반공,에만"
"민주당,위원회,이재명,단식,일차,박광온,원내대표,홍범도,흉상,전연,판정,부여,대한민국,해병대,국조,특검,이데일리,김범준,이수빈,박광온,민주당,원내대표,가정부,육군사관학교,국방부,청사,홍범도,흉상,공산,체제,허깨비,세운,허약하다,반공,이라고"
"해병대,민주당,차원,국정조사,특별검사,특검,진상,규명"
"이재명,민주당,박광온,원내대표,가일,서울,여의도,청앞,단식,투쟁,천막,위원회"
"노진환,원내대표,본관,단식,농성,천막,위원회,대한민국,지탱,호국,라며,윤석열,호국"
"만으로는,대한민국,존립"
"사적,공산,체제,라는,허깨비,반공,에만,허약하다,퇴보,이현정,퇴행"
"바른,으로가,고자,외면,굴속,초래,식해,대통령실,서서,홍범도,흉상,즉각,철회,이라도,일본,후쿠시마,원전,핵물질,오염수,일본정부,국제사회,촉구"
"원내대표,지난,군사법원,박정훈,해병대,사단,구속영장,기각,언급,라며,입건,수사,영장,청구,과는"
"아우르다,번영,기각,은박,단장,재갈,물리,은폐,려고,국방부,감찰,탄핵,외압,윗선,이기도,사태,국조,특검,돼다"
"해병대,구명조끼,수색,급류,휩쓸다,정권,압수,역설"
"날박,원내대표,교육부,쓴소리"
이초
"돼다,절박,한마음,모이,교육부,집회,박하다"
"교육부,절규,절실"
"교육부,일이,라며,민주당,교육부,처사,존중,입법"
"단식,일차,이재명,생존,도아"
"이재명,민주당,가일,단식,투쟁,천막,위원회"
"연합뉴스,이재명,민주당,단식,일차"
"페이스북,이단,천막"
"치이다,바삐,고견,든든하다,이라고"
"어우리,에는,생존,쪼들리다,영위,도처,신음,암울하다,이보,이지,극단"
분들
"야당,단식"
"책무,책무,공감,이라"
"포기,정권,야당,으로서의,제도,치가,실종,정국,발짝,이라도,온힘,다해,절박,응답,이라"
"통치,라며,힘드다"
절박
"민주당,이재명,라바,달라,할기다"
"국정원,민관합,동방,보협,출범"
"최고경영자,협의,선출,강국,진입,뒷받침,보체,기틀,구축,국가정보원,전경,서울,최동현,국가정보원,방위산업,보협,출범"
"방산,민관,합동,국정원,간방,협의"
"대통령실,국정원,차장,오는,일방,침해,협의,출범,고협,의회,운영,논의"
"에선,협의,선임"
"에선,국정원,대통령실,국가안보실,국방부,방위사업청"
"에선,한국,항공우주,한화,에어로,스페이스,넥스,원한,중공업,로템,풍산,방산"
"협의,선출"
"대통령실,협의,대한민국,강국,진입,뒷받침,이라,며민관,합동,해킹,등주,방산,침해,요인,선제,면서,글로벌,보체,기틀,구축,해나,이라고"
"지지율,홍범도,흉상,논란,리얼미터"
"김영옥,윤석열,국정,수행,지지율,한주,만에,하락,여론조사,가일"
"리얼미터,트리뷴,의뢰,일이,달이다,세이,대상,국정,수행,한긍,정평"
"집계,돼다"
"긍정,한주,만에,반등"
"한주,만에,하락,면서,상승,반납"
오른
"집계,돼다"
"한주,만에"
"배철,리얼미터,전주,이어진,일본,후쿠시마,원전,오염수,홍범도,흉상,전등"
"배수,오염수,지속,지지율,반영,측면,광우병,사태,지지율"
"권역,광주,전라"
"대전,세종,충청"
서울
"대구,경북"
"부산,울산,경남"
"지지율,하락"
인천
지지율
지지율
"여론조사,표본,오차,신뢰수준"
"무선,유선,돼다,응답"
"윤미향,세력,대한민국,가제"
"윤미향,항소심,판출,윤미향,무소속,윤미향,이지,달이다,서울,서초구,서울,고등법원,정의,대후,원금,횡령,항소심,공판,출석"
"뉴시스,총련,윤의원맹,김명수,지연,만에,심의,임기,지난,일본,도쿄,친북,일본,조선인,총련,주최,간토대지진,조선인,학살,추모식,무소속,윤미향,의제,촉구"
"강민국,대변인,논평,혈세,대한민국,일본,해정,대한민국,존립,나란하다,대한민국,일원,인정"
"강수,대변인,대한민국,세력,대한민국,한윤,제명"
"공산,전체주의,세력,한미,체계,대한민국,호도,한다는,윤석열,발언,언급,정작,에그,세력"
"민주당,향해,정작,향해"
"대한민국,공산,전체주의,세력,대체어,황당하다,인식,드러내다"
"강수,대변인,반국가단체,한윤,국가보안법,북한,공작원,접선,혐의,의전,보좌,기밀,유출,혐의,민주당,설훈,의전,보좌,따지다"
